artwork,museum
http://dbpedia.org/resource/A_Young_Tiger_Playing_with_Its_Mother,http://dbpedia.org/resource/Louvre
http://dbpedia.org/resource/A_Youth_with_a_Jug,http://dbpedia.org/resource/Frans_Hals_Museum
http://dbpedia.org/resource/A_break_away!,http://dbpedia.org/resource/Art_Gallery_of_South_Australia
http://dbpedia.org/resource/A_holiday_at_Mentone,http://dbpedia.org/resource/Art_Gallery_of_South_Australia
http://dbpedia.org/resource/A_sergeant_of_the_Light_Horse,http://dbpedia.org/resource/National_Gallery_of_Victoria
http://dbpedia.org/resource/Aaron_Monument,http://dbpedia.org/resource/Miller_Park_(Milwaukee)
http://dbpedia.org/resource/Abaporu,http://dbpedia.org/resource/Private_collection
http://dbpedia.org/resource/Aboriginal_Memorial,http://dbpedia.org/resource/National_Gallery_of_Australia
http://dbpedia.org/resource/Above_and_Below,http://dbpedia.org/resource/Indianapolis_Museum_of_Art
http://dbpedia.org/resource/Abraham_Lincoln:_The_Head_of_State,http://dbpedia.org/resource/Grant_Park_(Chicago)
http://dbpedia.org/resource/Abraham_Lincoln_(1920_statue),http://dbpedia.org/resource/Lincoln_Memorial
http://dbpedia.org/resource/Abraham_Lincoln_(Healy),http://dbpedia.org/resource/State_Dining_Room
http://dbpedia.org/resource/Abraham_Lincoln_(Healy),http://dbpedia.org/resource/White_House
http://dbpedia.org/resource/Abraham_Lincoln_(bust_by_Jones),http://dbpedia.org/resource/Indiana_State_House
http://dbpedia.org/resource/Across_the_black_soil_plains,http://dbpedia.org/resource/Art_Gallery_of_New_South_Wales
http://dbpedia.org/resource/Acton_(Turrell),http://dbpedia.org/resource/Indianapolis_Museum_of_Art
http://dbpedia.org/resource/Actor_Arashi_Rikan_II_as_Osome,http://dbpedia.org/resource/Royal_Ontario_Museum
http://dbpedia.org/resource/Actor_Ichikawa_Ebijuro_as_Samurai,http://dbpedia.org/resource/Royal_Ontario_Museum
http://dbpedia.org/resource/Actor_Ichikawa_Shiko_as_Kato_Yomoshichi_(Gosotei_Hirosada),http://dbpedia.org/resource/Royal_Ontario_Museum
http://dbpedia.org/resource/Actor_Nakamura_Shikan_II_as_Satake_Shinjuro,http://dbpedia.org/resource/Royal_Ontario_Museum
http://dbpedia.org/resource/Adam_and_Eve_(Dürer),http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Adoration_of_the_Child_(Bosch),http://dbpedia.org/resource/Wallraf-Richartz_Museum
http://dbpedia.org/resource/Adoration_of_the_Child_(Correggio),http://dbpedia.org/resource/Florence
http://dbpedia.org/resource/Adoration_of_the_Child_(Correggio),http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Adoration_of_the_Child_(Gentile_da_Fabriano),http://dbpedia.org/resource/Getty_Center
http://dbpedia.org/resource/Adoration_of_the_Child_(Gentile_da_Fabriano),http://dbpedia.org/resource/Los_Angeles
"http://dbpedia.org/resource/Adoration_of_the_Magi_(Bosch,_Madrid)",http://dbpedia.org/resource/Madrid
"http://dbpedia.org/resource/Adoration_of_the_Magi_(Bosch,_Madrid)",http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Adoration_of_the_Magi_(Correggio),http://dbpedia.org/resource/Pinacoteca_di_Brera
http://dbpedia.org/resource/Adoration_of_the_Magi_(Filippino_Lippi),http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Adoration_of_the_Magi_(Gentile_da_Fabriano),http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Adoration_of_the_Magi_(Leonardo),http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Adoration_of_the_Magi_(Lorenzo_Monaco),http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Adoration_of_the_Magi_(Mantegna),http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Adoration_of_the_Magi_(Ospedale_degli_Innocenti),http://dbpedia.org/resource/Ospedale_degli_Innocenti
http://dbpedia.org/resource/Adoration_of_the_Magi_(Perugino),http://dbpedia.org/resource/Galleria_Nazionale_dell'Umbria
"http://dbpedia.org/resource/Adoration_of_the_Magi_(Rubens,_Cambridge)","http://dbpedia.org/resource/King's_College_Chapel,_Cambridge"
"http://dbpedia.org/resource/Adoration_of_the_Magi_(Rubens,_Lyon)",http://dbpedia.org/resource/Museum_of_Fine_Arts_of_Lyon
http://dbpedia.org/resource/Adoration_of_the_Magi_(Stefano_da_Verona),http://dbpedia.org/resource/Pinacoteca_di_Brera
http://dbpedia.org/resource/Adoration_of_the_Magi_(Velázquez),http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Adoration_of_the_Magi_of_1475_(Botticelli),http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Adoration_of_the_Shepherds_(Domenichino),http://dbpedia.org/resource/Scottish_National_Gallery
http://dbpedia.org/resource/Adoration_of_the_Shepherds_(Giorgione),http://dbpedia.org/resource/National_Gallery_of_Art
http://dbpedia.org/resource/Adoration_of_the_Shepherds_(Lorenzo_di_Credi),http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Adoration_of_the_Shepherds_(Mantegna),http://dbpedia.org/resource/Metropolitan_Museum_of_Art
http://dbpedia.org/resource/Adoration_of_the_Trinity,http://dbpedia.org/resource/Kunsthistorisches_Museum
http://dbpedia.org/resource/Adrianus_Jacobus_Zuyderland,http://dbpedia.org/resource/Worcester_Art_Museum
"http://dbpedia.org/resource/Aeneas,_Anchises,_and_Ascanius",http://dbpedia.org/resource/Galleria_Borghese
http://dbpedia.org/resource/Afternoon_Tea,http://dbpedia.org/resource/Indianapolis_Museum_of_Art
http://dbpedia.org/resource/Agony_in_the_Garden_(Bellini),http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Agony_in_the_Garden_(Perugino),http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Agostina_Segatori_Sitting_in_the_Café_du_Tambourin,http://dbpedia.org/resource/Van_Gogh_Museum
http://dbpedia.org/resource/Agricola_I,http://dbpedia.org/resource/Hirshhorn_Museum_and_Sculpture_Garden
http://dbpedia.org/resource/Ahasuerus_and_Haman_at_the_Feast_of_Esther,http://dbpedia.org/resource/Pushkin_Museum
http://dbpedia.org/resource/Alamo_(sculpture),http://dbpedia.org/resource/Astor_Place
http://dbpedia.org/resource/Alamo_(sculpture),http://dbpedia.org/resource/Lafayette_Street
http://dbpedia.org/resource/Alba_Madonna,http://dbpedia.org/resource/National_Gallery_of_Art
http://dbpedia.org/resource/Albani_Torlonia_Polyptych,http://dbpedia.org/resource/Torlonia_Collection
http://dbpedia.org/resource/Albertine_i_politilægens_venteværelse,http://dbpedia.org/resource/National_Gallery_(Norway)
http://dbpedia.org/resource/Aldobrandini_Madonna,http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Alexander_Mosaic,http://dbpedia.org/resource/Naples_National_Archaeological_Museum
http://dbpedia.org/resource/Alexandros_of_Antioch,http://dbpedia.org/resource/Louvre
http://dbpedia.org/resource/Alfonso_d'Avalos_Addressing_his_Troops,http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Aline_Chassériau,http://dbpedia.org/resource/Louvre
"http://dbpedia.org/resource/All-Union_art_exhibition_(Moscow,_1957)",http://dbpedia.org/resource/Private_collection
http://dbpedia.org/resource/Allegory_(Filippino_Lippi),http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Allegory_of_Divine_Providence_and_Barberini_Power_(Cortona),http://dbpedia.org/resource/Galleria_Nazionale_d'Arte_Antica
http://dbpedia.org/resource/Allegory_of_Divine_Providence_and_Barberini_Power_(Cortona),http://dbpedia.org/resource/Palazzo_Barberini
http://dbpedia.org/resource/Allegory_of_Fortune,http://dbpedia.org/resource/J._Paul_Getty_Museum
http://dbpedia.org/resource/Allegory_of_Industry,http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Allegory_of_Isabella_d'Este's_Coronation,http://dbpedia.org/resource/Louvre
http://dbpedia.org/resource/Allegory_of_Prudence,http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Allegory_of_Virtue_and_Vice_(Lotto),http://dbpedia.org/resource/National_Gallery_of_Art
http://dbpedia.org/resource/Allegory_of_Virtue_and_Vice_(Veronese),http://dbpedia.org/resource/Frick_Collection
http://dbpedia.org/resource/Allegory_of_the_Element_Earth,http://dbpedia.org/resource/Walters_Art_Museum
http://dbpedia.org/resource/Almond_Blossoms,http://dbpedia.org/resource/Van_Gogh_Museum
http://dbpedia.org/resource/Along_the_River_During_the_Qingming_Festival,http://dbpedia.org/resource/Forbidden_City
http://dbpedia.org/resource/Altar_frontal_from_Avià,http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Altar_frontal_from_Cardet,http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Altar_frontal_from_La_Seu_d'Urgell_or_of_The_Apostles,http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Altar_frontal_from_Santa_Maria_in_Taüll,http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Altar_frontal_from_Tavèrnoles,http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Altarpiece_of_Saint_Barbara,http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Altarpiece_of_the_Halberd,http://dbpedia.org/resource/Pinacoteca_civica_Francesco_Podesti
http://dbpedia.org/resource/Altarpiece_of_the_Saints_John,http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Always_Becoming,http://dbpedia.org/resource/National_Museum_of_the_American_Indian
http://dbpedia.org/resource/Alzano_Madonna,http://dbpedia.org/resource/Accademia_Carrara_di_Belle_Arti_di_Bergamo
http://dbpedia.org/resource/American_Gothic,http://dbpedia.org/resource/Art_Institute_of_Chicago
http://dbpedia.org/resource/Amor_Vincit_Omnia_(Caravaggio),"http://dbpedia.org/resource/Gemäldegalerie,_Berlin"
http://dbpedia.org/resource/Amy_Alexander__SVEN_Surveillance_Video_Entertainment_Network__1,http://dbpedia.org/resource/Whitney_Museum_of_American_Art
http://dbpedia.org/resource/An_Experiment_on_a_Bird_in_the_Air_Pump,http://dbpedia.org/resource/Tate_Britain
http://dbpedia.org/resource/An_Experiment_on_a_Bird_in_the_Air_Pump,http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Ancestor_(sculpture),http://dbpedia.org/resource/Lynden_Sculpture_Garden
http://dbpedia.org/resource/Ancient_Rome_(painting),http://dbpedia.org/resource/Metropolitan_Museum_of_Art
http://dbpedia.org/resource/Andrew_Jackson_Downing_(Launitz),http://dbpedia.org/resource/Smithsonian_Institution_Building
http://dbpedia.org/resource/Andrew_John_Henry_Way,http://dbpedia.org/resource/Walters_Art_Museum
http://dbpedia.org/resource/Andromache_Mourning_Hector,http://dbpedia.org/resource/Louvre
http://dbpedia.org/resource/Andromeda_Chained_to_the_Rocks,http://dbpedia.org/resource/Mauritshuis
http://dbpedia.org/resource/Angel_of_the_Resurrection_(Tiffany_Studios_stained_glass_window),http://dbpedia.org/resource/Indianapolis_Museum_of_Art
http://dbpedia.org/resource/Angel_with_the_Crown_of_Thorns,http://dbpedia.org/resource/Sant'Andrea_delle_Fratte
http://dbpedia.org/resource/Angel_with_the_Superscription,http://dbpedia.org/resource/Sant'Andrea_delle_Fratte
"http://dbpedia.org/resource/Annelies,_White_Tulips_and_Anemones",http://dbpedia.org/resource/Honolulu_Museum_of_Art
"http://dbpedia.org/resource/Anniversary_Art_Exhibition_(Leningrad,_1957)",http://dbpedia.org/resource/Russian_Museum
http://dbpedia.org/resource/Annual_Exhibition_of_Leningrad_artists_(1960),http://dbpedia.org/resource/Saint_Petersburg_Union_of_Artists
http://dbpedia.org/resource/Annunciation_(Ambrogio_Lorenzetti),http://dbpedia.org/resource/Pinacoteca_Nazionale_(Siena)
"http://dbpedia.org/resource/Annunciation_(Botticelli,_Glasgow)",http://dbpedia.org/resource/Kelvingrove_Art_Gallery_and_Museum
http://dbpedia.org/resource/Annunciation_(Caravaggio),http://dbpedia.org/resource/Museum_of_Fine_Arts_of_Nancy
"http://dbpedia.org/resource/Annunciation_(Filippo_Lippi,_London)",http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Annunciation_(Leonardo),http://dbpedia.org/resource/Uffizi
"http://dbpedia.org/resource/Annunciation_(Lippi,_Munich)",http://dbpedia.org/resource/Alte_Pinakothek
"http://dbpedia.org/resource/Annunciation_(Lippi,_Rome)",http://dbpedia.org/resource/Doria_Pamphilj_Gallery
http://dbpedia.org/resource/Annunciation_(Pontormo),"http://dbpedia.org/resource/Santa_Felicita,_Florence"
"http://dbpedia.org/resource/Annunciation_(van_Eyck,_Washington)",http://dbpedia.org/resource/National_Gallery_of_Art
http://dbpedia.org/resource/Annunciation_Triptych_(Rogier_van_der_Weyden),http://dbpedia.org/resource/Turin
http://dbpedia.org/resource/Annunciation_Triptych_(Rogier_van_der_Weyden),http://dbpedia.org/resource/Paris
http://dbpedia.org/resource/Annunciation_Triptych_(Rogier_van_der_Weyden),http://dbpedia.org/resource/Louvre
http://dbpedia.org/resource/Annunciation_Triptych_(Rogier_van_der_Weyden),http://dbpedia.org/resource/Sabauda_Gallery
http://dbpedia.org/resource/Annunciation_with_St._Margaret_and_St._Ansanus,http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Annunciation_with_two_Kneeling_Donors_(Lippi),http://dbpedia.org/resource/Galleria_Nazionale_d'Arte_Antica
http://dbpedia.org/resource/Annunziata_Polyptych,"http://dbpedia.org/resource/Santissima_Annunziata,_Florence"
http://dbpedia.org/resource/Ansidei_Madonna,http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Antea_(Parmigianino),http://dbpedia.org/resource/Museo_di_Capodimonte
http://dbpedia.org/resource/Antinous_Mondragone,http://dbpedia.org/resource/Louvre
http://dbpedia.org/resource/Antipodes_(sculpture),http://dbpedia.org/resource/Hirshhorn_Museum_and_Sculpture_Garden
http://dbpedia.org/resource/Anxiety_(Munch),http://dbpedia.org/resource/Munch_Museum
http://dbpedia.org/resource/Apocalypse_Tapestry,http://dbpedia.org/resource/Château_d'Angers
http://dbpedia.org/resource/Apolinère_Enameled,http://dbpedia.org/resource/Philadelphia_Museum_of_Art
http://dbpedia.org/resource/Apollo_Belvedere,http://dbpedia.org/resource/Vatican_Museums
http://dbpedia.org/resource/Apollo_and_Daphne_(Bernini),http://dbpedia.org/resource/Galleria_Borghese
http://dbpedia.org/resource/Apollo_in_the_Forge_of_Vulcan,http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Apollo_of_Veii,http://dbpedia.org/resource/National_Etruscan_Museum
http://dbpedia.org/resource/Apostles_from_Àger,http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Apotheosis_of_Palermo,http://dbpedia.org/resource/Palazzo_Isnello
http://dbpedia.org/resource/Apotheosis_of_St._Louis,http://dbpedia.org/resource/Saint_Louis_Art_Museum
http://dbpedia.org/resource/Apparatus_and_Hand,http://dbpedia.org/resource/Salvador_Dalí_Museum
http://dbpedia.org/resource/Apparition_of_Christ_to_the_Virgin,http://dbpedia.org/resource/Alte_Pinakothek
http://dbpedia.org/resource/Apparition_of_Face_and_Fruit_Dish_on_a_Beach,http://dbpedia.org/resource/Wadsworth_Atheneum
http://dbpedia.org/resource/April_Love_(painting),http://dbpedia.org/resource/Tate_Britain
http://dbpedia.org/resource/Apse_from_La_Seu_d'Urgell,http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Apse_of_Sant_Climent_de_Taüll,http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Apse_of_Santa_Maria_d'Àneu,http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Aquis_Submersus,http://dbpedia.org/resource/Städel
http://dbpedia.org/resource/Arbre_Serpents,http://dbpedia.org/resource/National_Museum_of_Women_in_the_Arts
http://dbpedia.org/resource/Arch_(sculpture),http://dbpedia.org/resource/Lynden_Sculpture_Garden
http://dbpedia.org/resource/Archibald_Willard__Sprit_of_'76.2.jpeg__1,"http://dbpedia.org/resource/Marblehead,_Massachusetts"
http://dbpedia.org/resource/Are_Years_What%3F_(for_Marianne_Moore),http://dbpedia.org/resource/Hirshhorn_Museum_and_Sculpture_Garden
http://dbpedia.org/resource/Arearea,http://dbpedia.org/resource/Musée_d'Orsay
http://dbpedia.org/resource/Argenteuil_Basin_with_a_Single_Sailboat,http://dbpedia.org/resource/National_Gallery_of_Ireland
http://dbpedia.org/resource/Argo_(Liberman),http://dbpedia.org/resource/Milwaukee_Art_Museum
http://dbpedia.org/resource/Aristotle_(painting),http://dbpedia.org/resource/Indianapolis_Museum_of_Art
http://dbpedia.org/resource/Arles:_View_from_the_Wheat_Fields,http://dbpedia.org/resource/Musée_Rodin
http://dbpedia.org/resource/Armada_Portrait,http://dbpedia.org/resource/Woburn_Abbey
http://dbpedia.org/resource/Arnolfini_Portrait,http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Around_the_Piano,http://dbpedia.org/resource/Musée_d'Orsay
http://dbpedia.org/resource/Arrival_of_the_Hungarians,http://dbpedia.org/resource/Ópusztaszer_National_Heritage_Park
http://dbpedia.org/resource/Arrotino,http://dbpedia.org/resource/Uffizi
"http://dbpedia.org/resource/Art_belongs_to_the_people_(Leningrad,_1977)",http://dbpedia.org/resource/Saint_Petersburg_Manege
http://dbpedia.org/resource/Art_patronage_of_Julius_II,http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Artemisia_(Rembrandt),http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Artist's_Studio—Look_Mickey,http://dbpedia.org/resource/Walker_Art_Center
http://dbpedia.org/resource/As_I_Opened_Fire,http://dbpedia.org/resource/Stedelijk_Museum_Amsterdam
http://dbpedia.org/resource/Ascent_the_Wind,http://dbpedia.org/resource/Indianapolis_Art_Center
http://dbpedia.org/resource/Asnières_(Van_Gogh_series),http://dbpedia.org/resource/Art_Institute_of_Chicago
http://dbpedia.org/resource/Assumption_of_the_Virgin_(Andrea_del_Castagno),"http://dbpedia.org/resource/Gemäldegalerie,_Berlin"
http://dbpedia.org/resource/Assumption_of_the_Virgin_(Carracci),http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Assumption_of_the_Virgin_(Carracci),http://dbpedia.org/resource/Basilica_of_Santa_Maria_del_Popolo
http://dbpedia.org/resource/Assumption_of_the_Virgin_(Correggio),http://dbpedia.org/resource/Parma_Cathedral
http://dbpedia.org/resource/Assumption_of_the_Virgin_(Titian),http://dbpedia.org/resource/Santa_Maria_Gloriosa_dei_Frari
http://dbpedia.org/resource/Assumption_of_the_Virgin_Mary_(Rubens),http://dbpedia.org/resource/Cathedral_of_Our_Lady_(Antwerp)
"http://dbpedia.org/resource/Astronomer_Copernicus,_or_Conversations_with_God",http://dbpedia.org/resource/Collegium_Novum
http://dbpedia.org/resource/At_Eternity's_Gate,http://dbpedia.org/resource/Kröller-Müller_Museum
http://dbpedia.org/resource/At_a_Window_in_the_Artist's_Studio,http://dbpedia.org/resource/National_Gallery_of_Denmark
http://dbpedia.org/resource/At_the_Moulin_Rouge,http://dbpedia.org/resource/Art_Institute_of_Chicago
"http://dbpedia.org/resource/At_the_Moulin_Rouge,_The_Dance",http://dbpedia.org/resource/Philadelphia_Museum_of_Art
http://dbpedia.org/resource/Au_Vélodrome,http://dbpedia.org/resource/Peggy_Guggenheim_Collection
http://dbpedia.org/resource/Augustus_of_Prima_Porta,http://dbpedia.org/resource/Vatican_Museums
http://dbpedia.org/resource/Aurora_(sculpture),http://dbpedia.org/resource/National_Gallery_of_Art_Sculpture_Garden
http://dbpedia.org/resource/Aurora_Borealis_(painting),http://dbpedia.org/resource/Smithsonian_American_Art_Museum
http://dbpedia.org/resource/Aurora_Triumphans,http://dbpedia.org/resource/Russell-Cotes_Art_Gallery_&_Museum
http://dbpedia.org/resource/Automat_(painting),http://dbpedia.org/resource/Des_Moines_Art_Center
http://dbpedia.org/resource/Autoportrait_(Tamara_in_a_Green_Bugatti),http://dbpedia.org/resource/Private_collection
"http://dbpedia.org/resource/Autumn_Exhibition_(Leningrad,_1978)",http://dbpedia.org/resource/Saint_Petersburg_Union_of_Artists
