artwork||museum
http://dbpedia.org/resource/Le_pigeon_aux_petits_pois||http://dbpedia.org/resource/Mus%C3%A9e_d'Art_Moderne_de_la_Ville_de_Paris
http://dbpedia.org/resource/Le_rideau_jaune||http://dbpedia.org/resource/Museum_of_Modern_Art
http://dbpedia.org/resource/Le_ruisseau_noir||http://dbpedia.org/resource/Mus%C3%A9e_d'Orsay
http://dbpedia.org/resource/Leda_Atomica||http://dbpedia.org/resource/Dal%C3%AD_Theatre_and_Museum
http://dbpedia.org/resource/Legend_of_Saint_Ursula||http://dbpedia.org/resource/Gallerie_dell'Accademia
http://dbpedia.org/resource/Lemmink%C3%A4inen's_Mother||http://dbpedia.org/resource/Ateneum
http://dbpedia.org/resource/Lenin_in_Kremlin_(painting)||http://dbpedia.org/resource/Private_collection
http://dbpedia.org/resource/Leonidas_at_Thermopylae||http://dbpedia.org/resource/The_Louvre
http://dbpedia.org/resource/Les_Ar%C3%A8nes||http://dbpedia.org/resource/Hermitage_Museum
http://dbpedia.org/resource/Les_Baigneuses_(Gleizes)||http://dbpedia.org/resource/Mus%C3%A9e_d'Art_Moderne_de_la_Ville_de_Paris
http://dbpedia.org/resource/Les_Chim%C3%A8res_(painting)||http://dbpedia.org/resource/Mus%C3%A9e_national_Gustave_Moreau
http://dbpedia.org/resource/Les_Demoiselles_d'Avignon||http://dbpedia.org/resource/Museum_of_Modern_Art
http://dbpedia.org/resource/Les_Trois_Gr%C3%A2ces||http://dbpedia.org/resource/National_Museum_of_Women_in_the_Arts
http://dbpedia.org/resource/Les_fleurs_d%C3%A9daign%C3%A9es||http://dbpedia.org/resource/National_Gallery_of_Australia
http://dbpedia.org/resource/Les_orangers||http://dbpedia.org/resource/Museum_of_Fine_Arts,_Houston
http://dbpedia.org/resource/Les_raboteurs_de_parquet||http://dbpedia.org/resource/Mus%C3%A9e_d'Orsay
http://dbpedia.org/resource/Les_toits_de_Collioure||http://dbpedia.org/resource/Hermitage_Museum
http://dbpedia.org/resource/Levitated_Mass||http://dbpedia.org/resource/Los_Angeles_County_Museum_of_Art
http://dbpedia.org/resource/Liberty_Displaying_the_Arts_and_Sciences||http://dbpedia.org/resource/Library_Company_of_Philadelphia
http://dbpedia.org/resource/Liberty_Leading_the_People||http://dbpedia.org/resource/The_Louvre
http://dbpedia.org/resource/Life_Underground||http://dbpedia.org/resource/New_York_City_Subway
http://dbpedia.org/resource/Life_Underground||http://dbpedia.org/resource/14th_Street_%E2%80%93_Eighth_Avenue_(New_York_City_Subway)
http://dbpedia.org/resource/Lilacs_in_a_Window||http://dbpedia.org/resource/Metropolitan_Museum_of_Art
http://dbpedia.org/resource/Little_Big_Painting||http://dbpedia.org/resource/Whitney_Museum_of_American_Art
http://dbpedia.org/resource/Little_Girl_in_a_Blue_Armchair||http://dbpedia.org/resource/National_Gallery_of_Art
http://dbpedia.org/resource/Little_Machine_Constructed_by_Minimax_Dadamax_in_Person||http://dbpedia.org/resource/Peggy_Guggenheim_Collection
http://dbpedia.org/resource/Living_Still_Life||http://dbpedia.org/resource/Salvador_Dali_Museum
http://dbpedia.org/resource/Lobster_Trap_and_Fish_Tail||http://dbpedia.org/resource/Museum_of_Modern_Art
http://dbpedia.org/resource/Lodgepole_(sculpture)||http://dbpedia.org/resource/Lynden_Sculpture_Garden
http://dbpedia.org/resource/Look_Mickey||http://dbpedia.org/resource/National_Gallery_of_Art
http://dbpedia.org/resource/Lord_Howe's_action,_or_the_Glorious_First_of_June||http://dbpedia.org/resource/Queen's_House
http://dbpedia.org/resource/Lorenzo_Monaco||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Lost_Illusions_(painting)||http://dbpedia.org/resource/Walters_Art_Museum
http://dbpedia.org/resource/Lost_portrait_of_Charles_Edward_Stuart||http://dbpedia.org/resource/Gosford_House
http://dbpedia.org/resource/Love's_Messenger||http://dbpedia.org/resource/Delaware_Art_Museum
http://dbpedia.org/resource/Love_and_the_Maiden||http://dbpedia.org/resource/Fine_Arts_Museums_of_San_Francisco
http://dbpedia.org/resource/Luminary_(Laramore)||http://dbpedia.org/resource/Indiana_University_%E2%80%93_Purdue_University_Indianapolis
http://dbpedia.org/resource/Luncheon_of_the_Boating_Party||http://dbpedia.org/resource/The_Phillips_Collection
http://dbpedia.org/resource/Luxe,_Calme_et_Volupt%C3%A9||http://dbpedia.org/resource/Mus%C3%A9e_d'Orsay
http://dbpedia.org/resource/M-Maybe||http://dbpedia.org/resource/Museum_Ludwig
http://dbpedia.org/resource/Ma_Jolie_(Picasso,_1914)||http://dbpedia.org/resource/Indianapolis_Museum_of_Art
http://dbpedia.org/resource/Madame_Moitessier||http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Mademoiselle_Rose||http://dbpedia.org/resource/The_Louvre
http://dbpedia.org/resource/Madonna_Adoring_the_Child_with_Five_Angels_(Botticelli)||http://dbpedia.org/resource/Baltimore_Museum_of_Art
http://dbpedia.org/resource/Madonna_Litta||http://dbpedia.org/resource/Hermitage_Museum
http://dbpedia.org/resource/Madonna_Standing_(van_der_Weyden)||http://dbpedia.org/resource/Kunsthistorisches_Museum
http://dbpedia.org/resource/Madonna_Willys||http://dbpedia.org/resource/S%C3%A3o_Paulo_Museum_of_Art
http://dbpedia.org/resource/Madonna_and_Child_(Botticelli,_Avignon)||http://dbpedia.org/resource/Avignon
http://dbpedia.org/resource/Madonna_and_Child_(Botticelli,_Avignon)||http://dbpedia.org/resource/Mus%C3%A9e_du_Petit_Palais,_Avignon
http://dbpedia.org/resource/Madonna_and_Child_(Duccio)||http://dbpedia.org/resource/Metropolitan_Museum_of_Art
http://dbpedia.org/resource/Madonna_and_Child_(Filippo_Lippi)||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Madonna_and_Child_Enthroned_(Filippo_Lippi)||http://dbpedia.org/resource/Galleria_Nazionale_d'Arte_Antica
http://dbpedia.org/resource/Madonna_and_Child_Enthroned_with_Saints_(Raphael)||http://dbpedia.org/resource/Metropolitan_Museum_of_Art
http://dbpedia.org/resource/Madonna_and_Child_Playing_with_the_Veil||http://dbpedia.org/resource/Mauritshuis
http://dbpedia.org/resource/Madonna_and_Child_and_Two_Angels_(Botticelli)||http://dbpedia.org/resource/Naples
http://dbpedia.org/resource/Madonna_and_Child_and_Two_Angels_(Botticelli)||http://dbpedia.org/resource/Museo_di_Capodimonte
http://dbpedia.org/resource/Madonna_and_Child_with_St._Anne_(Dei_Palafrenieri)||http://dbpedia.org/resource/Galleria_Borghese
http://dbpedia.org/resource/Madonna_and_Child_with_an_Angel_(Botticelli)||http://dbpedia.org/resource/Ospedale_degli_Innocenti
http://dbpedia.org/resource/Madonna_and_Child_with_the_Book||http://dbpedia.org/resource/Norton_Simon_Museum
http://dbpedia.org/resource/Madonna_del_Bordone||http://dbpedia.org/resource/Santa_Maria_dei_Servi_(Siena)
http://dbpedia.org/resource/Madonna_del_Granduca||http://dbpedia.org/resource/Palazzo_Pitti
http://dbpedia.org/resource/Madonna_del_Padiglione_(Botticelli)||http://dbpedia.org/resource/Biblioteca_Ambrosiana
http://dbpedia.org/resource/Madonna_del_Prato_(Bellini)||http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Madonna_del_Prato_(Raphael)||http://dbpedia.org/resource/Kunsthistorisches_Museum
http://dbpedia.org/resource/Madonna_del_cardellino||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Madonna_della_Loggia_(Botticelli)||http://dbpedia.org/resource/Florence
http://dbpedia.org/resource/Madonna_della_Loggia_(Botticelli)||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Madonna_della_Vittoria||http://dbpedia.org/resource/The_Louvre
http://dbpedia.org/resource/Madonna_della_seggiola||http://dbpedia.org/resource/Palazzo_Pitti
http://dbpedia.org/resource/Madonna_di_Loreto_(Caravaggio)||http://dbpedia.org/resource/Basilica_of_Sant'Agostino
http://dbpedia.org/resource/Madonna_di_Senigallia||http://dbpedia.org/resource/Palazzo_Ducale,_Urbino
http://dbpedia.org/resource/Madonna_in_Glory_with_Seraphim_(Botticelli)||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Madonna_of_Bruges||http://dbpedia.org/resource/Church_of_Our_Lady,_Bruges
http://dbpedia.org/resource/Madonna_of_Chancellor_Rolin||http://dbpedia.org/resource/The_Louvre
http://dbpedia.org/resource/Madonna_of_Humility_(Fra_Angelico)||http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Madonna_of_Humility_(Gentile_da_Fabriano)||http://dbpedia.org/resource/Pisa
http://dbpedia.org/resource/Madonna_of_Humility_(Gentile_da_Fabriano)||http://dbpedia.org/resource/National_Museum_of_San_Matteo,_Pisa
http://dbpedia.org/resource/Madonna_of_Loreto_(Raphael)||http://dbpedia.org/resource/Mus%C3%A9e_Cond%C3%A9
http://dbpedia.org/resource/Madonna_of_Palazzo_Medici-Riccardi||http://dbpedia.org/resource/Palazzo_Medici_Riccardi
http://dbpedia.org/resource/Madonna_of_St._Jerome_(Correggio)||http://dbpedia.org/resource/Parma
http://dbpedia.org/resource/Madonna_of_St._Jerome_(Correggio)||http://dbpedia.org/resource/Galleria_nazionale_di_Parma
http://dbpedia.org/resource/Madonna_of_the_Book_(Botticelli)||http://dbpedia.org/resource/Museo_Poldi_Pezzoli
http://dbpedia.org/resource/Madonna_of_the_Candelabra||http://dbpedia.org/resource/Walters_Art_Museum
http://dbpedia.org/resource/Madonna_of_the_Carnation||http://dbpedia.org/resource/Alte_Pinakothek
http://dbpedia.org/resource/Madonna_of_the_Harpies||http://dbpedia.org/resource/Baku
http://dbpedia.org/resource/Madonna_of_the_Harpies||http://dbpedia.org/resource/National_Art_Museum_of_Azerbaijan
http://dbpedia.org/resource/Madonna_of_the_Magnificat||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Madonna_of_the_Pinks||http://dbpedia.org/resource/London
http://dbpedia.org/resource/Madonna_of_the_Pinks||http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Madonna_of_the_Pomegranate||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Madonna_of_the_Quail||http://dbpedia.org/resource/Castelvecchio_Museum
http://dbpedia.org/resource/Madonna_of_the_Red_Cherubims||http://dbpedia.org/resource/Accademia_Carrara_di_Belle_Arti_di_Bergamo
http://dbpedia.org/resource/Madonna_of_the_Rosary_(Caravaggio)||http://dbpedia.org/resource/Kunsthistorisches_Museum
http://dbpedia.org/resource/Madonna_of_the_Rose_(Raphael)||http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Madonna_of_the_Rose_Garden||http://dbpedia.org/resource/Castelvecchio_Museum
http://dbpedia.org/resource/Madonna_of_the_Rose_Garden_(Botticelli)||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Madonna_of_the_Small_Trees||http://dbpedia.org/resource/Accademia_Carrara_di_Belle_Arti_di_Bergamo
http://dbpedia.org/resource/Madonna_of_the_Stairs||http://dbpedia.org/resource/Casa_Buonarroti
http://dbpedia.org/resource/Madonna_of_the_Yarnwinder||http://dbpedia.org/resource/Scottish_National_Gallery
http://dbpedia.org/resource/Madonna_with_Beardless_St._Joseph_(Raphael)||http://dbpedia.org/resource/Hermitage_Museum
http://dbpedia.org/resource/Madonna_with_Child_Enthroned_between_Saints_John_the_Baptist_and_Sebastian||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Madonna_with_Child_and_Saints_(Filippino_Lippi)||http://dbpedia.org/resource/Santo_Spirito,_Florence
http://dbpedia.org/resource/Madonna_with_Child_and_Saints_(Pontormo)||http://dbpedia.org/resource/San_Michele_Visdomini
http://dbpedia.org/resource/Madonna_with_Child_between_Sts._Flavian_and_Onuphrius||http://dbpedia.org/resource/Galleria_Borghese
http://dbpedia.org/resource/Madonna_with_Child_with_Young_John_the_Baptist_(Cranach)||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Madonna_with_Writing_Child||http://dbpedia.org/resource/Philadelphia_Museum_of_Art
http://dbpedia.org/resource/Madonna_with_Writing_Child_and_Bishop||http://dbpedia.org/resource/Museu_de_Belles_Arts_de_Val%C3%A8ncia
http://dbpedia.org/resource/Madonna_with_Writing_Child_and_St._Jerome||http://dbpedia.org/resource/Gem%C3%A4ldegalerie,_Berlin
http://dbpedia.org/resource/Madonna_with_the_Blue_Diadem||http://dbpedia.org/resource/The_Louvre
http://dbpedia.org/resource/Madonna_with_the_Fish||http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Madonna_with_the_Long_Neck||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Madras_Rouge||http://dbpedia.org/resource/Barnes_Foundation
http://dbpedia.org/resource/Maest%C3%A0_(Duccio)||http://dbpedia.org/resource/Siena_Cathedral
http://dbpedia.org/resource/Magbo_helmet_mask_for_Oro_society||http://dbpedia.org/resource/Indianapolis_Museum_of_Art
http://dbpedia.org/resource/Magdalen_with_the_Smoking_Flame||http://dbpedia.org/resource/The_Louvre
http://dbpedia.org/resource/Mahatma_Gandhi_Memorial_(Milwaukee)||http://dbpedia.org/resource/Milwaukee_County_Courthouse
http://dbpedia.org/resource/Malaya_Sadovaya_(painting)||http://dbpedia.org/resource/Private_collection
http://dbpedia.org/resource/Malchiostro_Annunciation||http://dbpedia.org/resource/Treviso_Cathedral
http://dbpedia.org/resource/Malle_Babbe||http://dbpedia.org/resource/Gem%C3%A4ldegalerie,_Berlin
http://dbpedia.org/resource/Man_Enters_the_Cosmos||http://dbpedia.org/resource/Adler_Planetarium
http://dbpedia.org/resource/Man_and_Woman_(Fernand_L%C3%A9ger)||http://dbpedia.org/resource/Indianapolis_Museum_of_Art
http://dbpedia.org/resource/Man_and_Woman_in_Front_of_a_Pile_of_Excrement||http://dbpedia.org/resource/Fundaci%C3%B3_Joan_Mir%C3%B3
http://dbpedia.org/resource/Man_in_a_Hammock||http://dbpedia.org/resource/Albright%E2%80%93Knox_Art_Gallery
http://dbpedia.org/resource/Man_on_a_Balcony||http://dbpedia.org/resource/Philadelphia_Museum_of_Art
http://dbpedia.org/resource/Man_with_Red_Hat||http://dbpedia.org/resource/Museo_Correr
http://dbpedia.org/resource/Man_with_a_Glove||http://dbpedia.org/resource/The_Louvre
http://dbpedia.org/resource/Man_with_a_Pipe||http://dbpedia.org/resource/Lawrence_University
http://dbpedia.org/resource/Manchester_Madonna||http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Manunggul_Jar||http://dbpedia.org/resource/Museum_of_the_Filipino_People
http://dbpedia.org/resource/Map_(painting)||http://dbpedia.org/resource/Museum_of_Modern_Art
http://dbpedia.org/resource/Marcks_Family_Miniature_Circus||http://dbpedia.org/resource/Playland-Not-At-The-Beach
http://dbpedia.org/resource/Maria_Sk%C5%82odowska-Curie_Medallion||http://dbpedia.org/resource/University_at_Buffalo,_The_State_University_of_New_York
http://dbpedia.org/resource/Mariana_(Millais)||http://dbpedia.org/resource/Tate
http://dbpedia.org/resource/Mariano_Moreno_en_su_mesa_de_trabajo||http://dbpedia.org/resource/National_Historical_Museum_(Argentina)
http://dbpedia.org/resource/Marilyn_Diptych||http://dbpedia.org/resource/Tate
http://dbpedia.org/resource/Marriage_of_St._Catherine_(Filippino_Lippi)||http://dbpedia.org/resource/Basilica_of_San_Domenico
http://dbpedia.org/resource/Marriage_of_the_Virgin_(Perugino)||http://dbpedia.org/resource/Caen
http://dbpedia.org/resource/Marriage_of_the_Virgin_(Perugino)||http://dbpedia.org/resource/Mus%C3%A9e_des_Beaux-Arts,_Caen
http://dbpedia.org/resource/Mars_Resting||http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Marsuppini_Coronation||http://dbpedia.org/resource/Vatican_Museums
http://dbpedia.org/resource/Martelli_Annunciation||http://dbpedia.org/resource/Basilica_of_San_Lorenzo,_Florence
http://dbpedia.org/resource/Martinengo_Altarpiece||http://dbpedia.org/resource/Santi_Bartolomeo_e_Stefano_(Bergamo)
http://dbpedia.org/resource/Martyrdom_of_Four_Saints||http://dbpedia.org/resource/Parma
http://dbpedia.org/resource/Martyrdom_of_Four_Saints||http://dbpedia.org/resource/Galleria_nazionale_di_Parma
http://dbpedia.org/resource/Martyrdom_of_Saint_Bartholomew||http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Martyrdom_of_Saint_Lawrence||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Martyrdom_of_Saint_Sebastian_(Piero_del_Pollaiolo)||http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Martyrdom_of_the_Ten_Thousand||http://dbpedia.org/resource/Kunsthistorisches_Museum
http://dbpedia.org/resource/Mary_Magdalene_(Sandys)||http://dbpedia.org/resource/Delaware_Art_Museum
http://dbpedia.org/resource/Mary_Untier_of_Knots||http://dbpedia.org/resource/St._Peter_am_Perlach
http://dbpedia.org/resource/Maschen_disc_brooch||http://dbpedia.org/resource/Arch%C3%A4ologisches_Museum_Hamburg
http://dbpedia.org/resource/Massacre_of_the_Innocents_(Guido_Reni)||http://dbpedia.org/resource/Pinacoteca_Nazionale_di_Bologna
http://dbpedia.org/resource/Master_of_the_Embroidered_Foliage||http://dbpedia.org/resource/Philadelphia_Museum_of_Art
http://dbpedia.org/resource/Mater_Dolorosa_(Titian)||http://dbpedia.org/resource/Museo_del_Prado
http://dbpedia.org/resource/Matthew_E._Welsh_(bust)||http://dbpedia.org/resource/Indiana_State_House
http://dbpedia.org/resource/Max_Schmitt_in_a_Single_Scull||http://dbpedia.org/resource/Metropolitan_Museum_of_Art
http://dbpedia.org/resource/Meadows_near_Rijswijk_and_the_Schenkweg||http://dbpedia.org/resource/Private_collection
http://dbpedia.org/resource/Medea_(Sandys_painting)||http://dbpedia.org/resource/Birmingham_Museum_and_Art_Gallery
http://dbpedia.org/resource/Medici_Madonna_(van_der_Weyden)||http://dbpedia.org/resource/Frankfurt
http://dbpedia.org/resource/Medici_Madonna_(van_der_Weyden)||http://dbpedia.org/resource/St%C3%A4del
http://dbpedia.org/resource/Meditation_by_the_Sea||http://dbpedia.org/resource/Museum_of_Fine_Arts,_Boston
http://dbpedia.org/resource/Medusa_(Bernini)||http://dbpedia.org/resource/Capitoline_Hill
http://dbpedia.org/resource/Medusa_(Caravaggio)||http://dbpedia.org/resource/Uffizi
http://dbpedia.org/resource/Mega-Gem||http://dbpedia.org/resource/Indiana_University_%E2%80%93_Purdue_University_Indianapolis
http://dbpedia.org/resource/Melisande_(Stokes)||http://dbpedia.org/resource/Wallraf-Richartz_Museum
http://dbpedia.org/resource/Memorial_tablet_for_the_lords_of_Montfoort||http://dbpedia.org/resource/Rijksmuseum
http://dbpedia.org/resource/Memorial_to_Alessandro_Valtrini||http://dbpedia.org/resource/San_Lorenzo_in_Damaso
http://dbpedia.org/resource/Memorial_to_Ippolito_Merenda||http://dbpedia.org/resource/San_Giacomo_alla_Lungara
http://dbpedia.org/resource/Memorial_to_Maria_Raggi||http://dbpedia.org/resource/Santa_Maria_sopra_Minerva
http://dbpedia.org/resource/Memories_of_Prague||http://dbpedia.org/resource/Indianapolis_Museum_of_Art
http://dbpedia.org/resource/Memory_of_the_Garden_at_Etten_(Ladies_of_Arles)||http://dbpedia.org/resource/Hermitage_Museum
http://dbpedia.org/resource/Men_of_Destiny||http://dbpedia.org/resource/National_Gallery_of_Ireland
http://dbpedia.org/resource/Menin_Gate_at_Midnight||http://dbpedia.org/resource/Australian_War_Memorial
http://dbpedia.org/resource/Mermaid_(Roy_Lichtenstein)||http://dbpedia.org/resource/Miami_Beach_Convention_Center
http://dbpedia.org/resource/Metamorphosis_of_Narcissus||http://dbpedia.org/resource/Tate_Modern
http://dbpedia.org/resource/Metaphysical_Interior_with_Biscuits||http://dbpedia.org/resource/Menil_Collection
http://dbpedia.org/resource/Metaphysical_Interior_with_Large_Factory||http://dbpedia.org/resource/Staatsgalerie_Stuttgart
http://dbpedia.org/resource/Michael_Jordan_statue||http://dbpedia.org/resource/United_Center
http://dbpedia.org/resource/Midday_(painting)||http://dbpedia.org/resource/Private_collection
http://dbpedia.org/resource/Midvinterblot||http://dbpedia.org/resource/Nationalmuseum
http://dbpedia.org/resource/Mir%C3%B3_Wall||http://dbpedia.org/resource/Wilhalm_Hack_Museum
http://dbpedia.org/resource/Miracle_of_the_Cross_at_the_Bridge_of_S._Lorenzo||http://dbpedia.org/resource/Gallerie_dell'Accademia
http://dbpedia.org/resource/Miracle_of_the_Relic_of_the_Cross_at_the_Ponte_di_Rialto||http://dbpedia.org/resource/Gallerie_dell'Accademia
http://dbpedia.org/resource/Miracle_of_the_Slave_(Tintoretto)||http://dbpedia.org/resource/Gallerie_dell'Accademia
http://dbpedia.org/resource/Miravan_Breaking_Open_the_Tomb_of_his_Ancestors||http://dbpedia.org/resource/Derby_Museum_and_Art_Gallery
http://dbpedia.org/resource/Mirth_&_Girth||http://dbpedia.org/resource/School_of_the_Art_Institute_of_Chicago
http://dbpedia.org/resource/Miss_Amelia_Van_Buren||http://dbpedia.org/resource/The_Phillips_Collection
http://dbpedia.org/resource/Miss_La_La_at_the_Cirque_Fernando||http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Mnemosyne_(Rossetti)||http://dbpedia.org/resource/Delaware_Art_Museum
http://dbpedia.org/resource/Mo,_Ni,_Que||http://dbpedia.org/resource/Lynden_Sculpture_Garden
http://dbpedia.org/resource/Modern_Rome||http://dbpedia.org/resource/Metropolitan_Museum_of_Art
http://dbpedia.org/resource/Modern_Rome_%E2%80%93_Campo_Vaccino||http://dbpedia.org/resource/J._Paul_Getty_Museum
http://dbpedia.org/resource/Mona_Lisa||http://dbpedia.org/resource/The_Louvre
http://dbpedia.org/resource/Mond_Crucifixion||http://dbpedia.org/resource/National_Gallery
http://dbpedia.org/resource/Monforte_Altarpiece||http://dbpedia.org/resource/Gem%C3%A4ldegalerie,_Berlin
http://dbpedia.org/resource/Mont_Sainte-Victoire_and_the_Viaduct_of_the_Arc_River_Valley||http://dbpedia.org/resource/Metropolitan_Museum_of_Art
http://dbpedia.org/resource/Mont_Sainte-Victoire_seen_from_Bellevue||http://dbpedia.org/resource/Barnes_Foundation
http://dbpedia.org/resource/Mont_Sainte-Victoire_with_Large_Pine||http://dbpedia.org/resource/Courtauld_Institute_of_Art
http://dbpedia.org/resource/Montini_Altarpiece||http://dbpedia.org/resource/Parma
http://dbpedia.org/resource/Montini_Altarpiece||http://dbpedia.org/resource/Galleria_nazionale_di_Parma
http://dbpedia.org/resource/Montmartre_(Van_Gogh_series)||http://dbpedia.org/resource/Van_Gogh_Museum
http://dbpedia.org/resource/Monument_with_Standing_Beast||http://dbpedia.org/resource/James_R._Thompson_Center
http://dbpedia.org/resource/Monumentalment_IV||http://dbpedia.org/resource/Indianapolis_Art_Center
http://dbpedia.org/resource/Moon_Museum||http://dbpedia.org/resource/Apollo_12
http://dbpedia.org/resource/Moondog_(3/3)||http://dbpedia.org/resource/National_Gallery_of_Art
http://dbpedia.org/resource/Moose_(W-02-03)||http://dbpedia.org/resource/Michigan_Avenue_(Chicago)
http://dbpedia.org/resource/Morning_in_a_Pine_Forest||http://dbpedia.org/resource/Tretyakov_Gallery
http://dbpedia.org/resource/Moroccan_wall_hanging||http://dbpedia.org/resource/Indianapolis_Museum_of_Art
http://dbpedia.org/resource/Morphological_Echo||http://dbpedia.org/resource/Salvador_Dali_Museum
http://dbpedia.org/resource/Moses_(3/3)||http://dbpedia.org/resource/Toledo_Museum_of_Art
http://dbpedia.org/resource/Moses_(Michelangelo)||http://dbpedia.org/resource/San_Pietro_in_Vincoli
http://dbpedia.org/resource/Moses_Breaking_the_Tables_of_the_Law||http://dbpedia.org/resource/Gem%C3%A4ldegalerie,_Berlin
http://dbpedia.org/resource/Moses_Leaving_to_Egypt_(Perugino)||http://dbpedia.org/resource/Sistine_Chapel
http://dbpedia.org/resource/Mother_Teresa_Monument||http://dbpedia.org/resource/St._Joan_of_Arc_Chapel
http://dbpedia.org/resource/Mother_and_Child_(Gordine)||http://dbpedia.org/resource/Indianapolis_Museum_of_Art
http://dbpedia.org/resource/Mountain_Landscape_with_Rainbow||http://dbpedia.org/resource/Museum_Folkwang
http://dbpedia.org/resource/Mountains_and_Clouds||http://dbpedia.org/resource/Hart_Senate_Office_Building
http://dbpedia.org/resource/Mountains_at_Collioure||http://dbpedia.org/resource/National_Gallery_of_Art
http://dbpedia.org/resource/Mr._Bellamy||http://dbpedia.org/resource/Modern_Art_Museum_of_Fort_Worth
http://dbpedia.org/resource/Mr_and_Mrs_Clark_and_Percy||http://dbpedia.org/resource/Tate
http://dbpedia.org/resource/Mrs._Fiske_Warren_(Gretchen_Osgood)_and_Her_Daughter_Rachel||http://dbpedia.org/resource/Museum_of_Fine_Arts,_Boston
http://dbpedia.org/resource/Mrs._Richard_Brinsley_Sheridan_(painting)||http://dbpedia.org/resource/National_Gallery_of_Art
http://dbpedia.org/resource/Mural_Paintings_from_the_Herrera_Chapel||http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Mural_paintings_of_the_Conquest_of_Majorca||http://dbpedia.org/resource/Museu_Nacional_d'Art_de_Catalunya
http://dbpedia.org/resource/Mural_with_Blue_Brushstroke||http://dbpedia.org/resource/AXA_Equitable_Center
http://dbpedia.org/resource/Murdering_Airplane||http://dbpedia.org/resource/Private_collection
http://dbpedia.org/resource/Music_(Matisse)||http://dbpedia.org/resource/Hermitage_Museum
http://dbpedia.org/resource/Music_in_the_Tuileries||http://dbpedia.org/resource/Dublin_City_Gallery_The_Hugh_Lane
http://dbpedia.org/resource/My_God,_Help_Me_to_Survive_This_Deadly_Love||http://dbpedia.org/resource/East_Side_Gallery
http://dbpedia.org/resource/Mystic_Marriage_of_St._Francis_(Sassetta)||http://dbpedia.org/resource/Mus%C3%A9e_Cond%C3%A9
http://dbpedia.org/resource/Mystical_Marriage_of_Saint_Catherine_(Michelino_da_Besozzo)||http://dbpedia.org/resource/Pinacoteca_Nazionale_(Siena)
http://dbpedia.org/resource/Naked_Dave||http://dbpedia.org/resource/National_Museum_of_Mexican_Art
http://dbpedia.org/resource/Naked_Woman_Climbing_a_Staircase||http://dbpedia.org/resource/Fundaci%C3%B3_Joan_Mir%C3%B3
http://dbpedia.org/resource/Nana_(painting)||http://dbpedia.org/resource/Kunsthalle_Hamburg
http://dbpedia.org/resource/Nana_on_a_Dolphin||http://dbpedia.org/resource/National_Museum_of_Women_in_the_Arts
http://dbpedia.org/resource/Napoleon_Crossing_the_Alps||http://dbpedia.org/resource/Ch%C3%A2teau_de_Malmaison
http://dbpedia.org/resource/Napoleon_I_on_his_Imperial_Throne||http://dbpedia.org/resource/Les_Invalides
http://dbpedia.org/resource/Napoleon_I_on_his_Imperial_Throne||http://dbpedia.org/resource/Mus%C3%A9e_de_l'Arm%C3%A9e
http://dbpedia.org/resource/Napoleon_as_Mars_the_Peacemaker||http://dbpedia.org/resource/Apsley_House
http://dbpedia.org/resource/Napoleon_at_Austerlitz||http://dbpedia.org/resource/Brown_Grand_Theatre
http://dbpedia.org/resource/Napoleon_in_the_Wilderness||http://dbpedia.org/resource/Museum_of_Modern_Art
http://dbpedia.org/resource/Narashige_Koide__Narashige_-_N_Family.jpg__1||http://dbpedia.org/resource/Ohara_Museum_of_Art
http://dbpedia.org/resource/Narcissus_(Caravaggio)||http://dbpedia.org/resource/Galleria_Nazionale_d'Arte_Antica
http://dbpedia.org/resource/Nasturtiums_(E._Phillips_Fox)||http://dbpedia.org/resource/Art_Gallery_of_New_South_Wales
